ID,Source,Title,ObjectName,Medium,Period,Classification,ImageURL,original_source_file
MET_544753,Met Museum,Decorated spoon,Decorated spoon,Faience,"New Kingdom, Ramesside or Third Intermediate Period",Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/DP240239.jpg,MET_data.csv
MET_544754,Met Museum,Child god (Harpokrates?) amulet,"Amulet, Harpokrates",Lapis lazuli,Late Period–Ptolemaic Period,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/LC-49_121_2_EGDP023585.jpg,MET_data.csv
MET_544755,Met Museum,Relief of a Female Deity's Head,"Relief, female deity's head, probably Isis",Limestone,"New Kingdom, Ramesside",Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DP160302.jpg,MET_data.csv
MET_544756,Met Museum,Tile from Side of Platform of Dais,"Tile, palace of Ramesses II",Faience,"New Kingdom, Ramesside",Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/EG138.jpg,MET_data.csv
MET_544757,Met Museum,See 35.1.12,"Tile, palace of Ramesses II, stairway to dais","Faience, paint","New Kingdom, Ramesside",Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/image-number-only.jpg,MET_data.csv
MET_544758,Met Museum,See 35.1.18,"Tile, palace of Ramesses II, stairway to dais","Faience, paint","New Kingdom, Ramesside",Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/image-number-only.jpg,MET_data.csv
MET_544759,Met Museum,See 35.1.16,"Tile, palace of Ramesses II, platform of dais","Faience, paint","New Kingdom, Ramesside",Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/image-number-only.jpg,MET_data.csv
MET_544760,Met Museum,Lion Subduing a Prince of Kush,"Statue, lion, captive",Faience,"New Kingdom, Ramesside",Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/LC-35_1_23_EGDP029092.jpg,MET_data.csv
MET_544761,Met Museum,Tile with water flowers in a canal,"Tile, palace of Ramesses II, water flowers",Faience,"New Kingdom, Ramesside",Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/LC-35_1_105_EGDP028306.jpg,MET_data.csv
MET_544768,Met Museum,See 30.8.66,"Bead, filagree, cornflower",Gold,"New Kingdom, Ramesside",Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/image-number-only.jpg,MET_data.csv
MET_544769,Met Museum,Necklace in Gold Filagree of Queen Tausret,Necklace of cornflower beads found with jewelry of Queen Tawosret,Gold,"New Kingdom, Ramesside",Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/30.8.66_EGDP010684.jpg,MET_data.csv
MET_544770,Met Museum,Shabti box of Nakhtamun,"Shabti box, Nakhtamun","Wood, paint","New Kingdom, Ramesside",Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/47.139a-b_EGDP015372.jpg,MET_data.csv
MET_544771,Met Museum,Shabti of Tjebure,"Shabti, Tjebure",Serpentinite,"New Kingdom, Ramesside",Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/LC-44_4_72_EGDP028102.jpg,MET_data.csv
MET_544772,Met Museum,Pectoral of Mutnefret,"Pectoral, Mutnefret",Faience,"New Kingdom, Ramesside",Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/LC-26_7_906_EGDP034373.jpg,MET_data.csv
MET_544773,Met Museum,Funerary Papyrus of the Steward Sethnakht,"Papyrus, Sethnakht, funerary","Papyrus, ink, pigment","New Kingdom, Ramesside",Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/35.9.19a-e_EGDP010220.jpg,MET_data.csv
MET_544775,Met Museum,Gameboard and Gaming Pieces,Game Board,"Faience, modern wood",New Kingdom,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/DP310299.jpg,MET_data.csv
MET_544776,Met Museum,Votive stela of Userhat,"Stela, Userhat","Limestone, paint",New Kingdom,Reliefs,https://images.metmuseum.org/CRDImages/eg/web-large/DP226728.jpg,MET_data.csv
MET_544778,Met Museum,Weight Weighing Six Deben,"Weight, 6 deben, bull","Bronze or copper alloy, filled with lead",New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/LC-04_2_23_EGDP037381.jpg,MET_data.csv
MET_544779,Met Museum,Relief with Head of King Ahmose Wearing the Red Crown,"Relief, King Ahmose, Red Crown","Limestone, paint",New Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/vshatrelief.jpg,MET_data.csv
MET_544780,Met Museum,Head of Amun,"Head, Amun, feather crown",Granodiorite,New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DP-36582-005.jpg,MET_data.csv
MET_544787,Met Museum,Donkey with packs on its back,"Figurine, Donkey","Clay, twigs",Second Intermediate Period–Early New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/LC-12_181_272b–k_EGDP035600.jpg,MET_data.csv
MET_544788,Met Museum,Rishi coffin of the Lady Rini,"Coffin, Rishi, Lady Rini","Wood (ficus sycomorus), stucco, paint, paraffin",Second Intermediate Period,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/12.181.299.jpg,MET_data.csv
MET_544792,Met Museum,Model vase,Model vase,"Wood, paint",New Kingdom,Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/12.182.24_view_1.jpg,MET_data.csv
MET_544793,Met Museum,Model vase,Model vase,"Wood, paint",New Kingdom,Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/12.182.25_view_2.jpg,MET_data.csv
MET_544794,Met Museum,Stela of Senu,"Stela, Senu, Imseti, Hapy",Limestone,New Kingdom,Reliefs,https://images.metmuseum.org/CRDImages/eg/web-large/LC-12_182_39_EGDP029823.jpg,MET_data.csv
MET_544795,Met Museum,Folding stool,"Stool, folding","Wood, inlaid with ebony and ivory",New Kingdom,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/12.182.49.jpg,MET_data.csv
MET_544796,Met Museum,Canopic jar of Tetinakht: Duamutef,"Canopic jar, jackal lid","Pottery, Marl A4",New Kingdom,Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/DP275987.jpg,MET_data.csv
MET_544797,Met Museum,Stela of Amenhotep Adoring the Rising and Setting Sun,"Stela, Amenhotep, Rising and Setting Sun","Sandstone, paint",New Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/EG61_17.2.6.jpg,MET_data.csv
MET_544798,Met Museum,Viscera Figure of Duamutef,"Funerary figure, Duamutef, Viscera figure",Wax,Third Intermediate Period or later,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/LC-06_1189a_EGDP036217.jpg,MET_data.csv
MET_544799,Met Museum,Viscera Figure of Imseti,"Funerary figure, Imseti, Viscera figure",Wax,Third Intermediate Period or later,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/LC-06_1189b_EGDP036211.jpg,MET_data.csv
MET_544800,Met Museum,Stool with woven seat,"Stool, low, woven seat","Wood, reed",Middle Kingdom–New Kingdom,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/14.10.3_view_4.jpg,MET_data.csv
MET_544803,Met Museum,Shen amulet of Reniseneb,"Amulet, Shen, Reniseneb","Gold, carnelian",Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/DP-16191-001.jpg,MET_data.csv
MET_544804,Met Museum,Female figure,Female figure,Baked clay,Middle Kingdom–Early New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/LC-14_1_417_EGDP030971.jpg,MET_data.csv
MET_544806,Met Museum,Stone Jug,Jug,Travertine (Egyptian alabaster),New Kingdom,Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/DP276009.jpg,MET_data.csv
MET_544807,Met Museum,Basin,"Basin, handle",Bronze or copper alloy,New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/16.10.436_EGDP010740.jpg,MET_data.csv
MET_544808,Met Museum,SItula-shaped Jar,"Jar, metal",Bronze or copper alloy,New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/16.10.435_EGDP010858.jpg,MET_data.csv
MET_544809,Met Museum,"Cup, metal, handle","Cup, metal, handle",Copper alloy,New Kingdom,Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/16.10.438_EGDP010715.jpg,MET_data.csv
MET_544810,Met Museum,Gaming pieces,"Game pieces (8), knucklebones (2); TW-STOP7",Ivory,Second Intermediate Period–Early New Kingdom,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/DP160290.jpg,MET_data.csv
MET_544812,Met Museum,Upper Half of a Female Figurine,"Figurine, female, fragmentary",Pottery,Late Middle Kingdom–Early New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/LC-17_6_74_EGDP031818.jpg,MET_data.csv
MET_544813,Met Museum,Statue of Roy Chanting the Solar Hymn Written on His Stela,"Statue, Roy, Solar Hymn, stela, stelephorous","Limestone, paint",New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DP311579.jpg,MET_data.csv
MET_544815,Met Museum,Ax head with monkey figure,Ax head with monkey figure,Bronze or copper alloy,Middle Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DP226285.jpg,MET_data.csv
MET_544816,Met Museum,Ax head inscribed for Khumeh with two baboons and a papyrus column,Ax head with 2 cynocephali apes and papyrus column,Bronze or copper alloy,Middle Kingdom–Early New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/26.7.834.JPG,MET_data.csv
MET_544817,Met Museum,Ax head with cynocephalus,Ax head with cynocephalus,Bronze or copper alloy,First Intermediate Period–Middle Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/25.2.15.jpg,MET_data.csv
MET_544818,Met Museum,Ax head with two bulls,Ax head with two bulls,Bronze or copper alloy,Middle Kingdom–Early New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/21.2.7.jpg,MET_data.csv
MET_544819,Met Museum,Cowroid Naming Queen Ahmose Nefertari,"Cowroid, Queen Ahmose Nefertari",Glazed steatite,New Kingdom,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/10.130.172_EGDP010634.jpg,MET_data.csv
MET_544821,Met Museum,Dagger,Knife (dagger),"Bronze or copper alloy, ivory",New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/11.150.16.jpg,MET_data.csv
MET_544822,Met Museum,Jug Decorated with Dolphins and Birds,"Jug, Dolphins","Pottery, manganese black, gypsum fill",Middle Kingdom or Second Intermediate Period,Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/DP350589.jpg,MET_data.csv
MET_544823,Met Museum,Sphinx of Amenhotep II,"Sphinx, Amenhotep II",Sandstone,New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DP136532.jpg,MET_data.csv
MET_544824,Met Museum,Funerary Mask of a Woman,"Mask, diadem","Cartonnage, gesso, paint, gold, copper alloy, faience",New Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/DP298039.jpg,MET_data.csv
MET_544825,Met Museum,Bowl with a Hathor cow,"Bowl, votive, Hathor, cow",Bronze,New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DP-37025-006.jpg,MET_data.csv
MET_544826,Met Museum,Arm Panel From a Ceremonial Chair of Thutmose IV,"Chair, Arm Panel",Wood (<em>Ficus sycomorus</em>?),New Kingdom,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/DP-17705-001.jpg,MET_data.csv
MET_544828,Met Museum,Amphora-shaped perfume bottle,"Bottle, amphora",Glass,New Kingdom,Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/DP-17730-002.jpg,MET_data.csv
MET_544833,Met Museum,Hes Vase,"Libation Vessel, hes vase, Thutmose IV",Faience,New Kingdom,Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/LC-30_8_37a_b_EGDP025679.jpg,MET_data.csv
MET_544836,Met Museum,Model of Papyrus Roll,"Model Papyrus Roll, Thutmose IV",Faience,New Kingdom,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/LC-30_8_34_EGDP037343.jpg,MET_data.csv
MET_544837,Met Museum,Model of Papyrus Roll,"Model Papyrus Roll, Thutmose IV",Faience,New Kingdom,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/LC-30_8_33_EGDP037338.jpg,MET_data.csv
MET_544838,Met Museum,Model of Papyrus Roll from the Tomb of Thutmose IV,"Model, papyrus roll, Thutmose IV",Faience,New Kingdom,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/LC-30_8_32_EGDP037347.jpg,MET_data.csv
MET_546954,Met Museum,Game piece,Game piece,Wood,Middle Kingdom,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/DP276018.jpg,MET_data.csv
MET_546955,Met Museum,Bowl,Bowl,Pottery: gulleh ware,Middle Kingdom,Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/32.3.137_view_2-crop.jpg,MET_data.csv
MET_546956,Met Museum,Rishi coffin,"Coffin, Rishi, no name","Wood (ficus sycomorus), stucco, paint",Second Intermediate Period,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/12.181.301.jpg,MET_data.csv
MET_546957,Met Museum,Rishi coffin,"Coffin, Rishi","Sycomore wood, stucco, paint",Second Intermediate Period–Early New Kingdom,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/DP-278-002.jpg,MET_data.csv
MET_546958,Met Museum,Ax,Ax,"Copper alloy, Wood, leather (modern)",Second Intermediate Period–Early New Kingdom,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/DP240487.jpg,MET_data.csv
MET_546959,Met Museum,Linen fragment,Linen fragment,Linen,Second Intermediate Period–Early New Kingdom,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/16.10.406b.jpg,MET_data.csv
MET_546960,Met Museum,Partially Restored Oblique Lyre,"Music, lyre, oblique","Wood (frame), bronze or copper alloy, (staple)
Bronze",New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/16.10.504.jpg,MET_data.csv
MET_546961,Met Museum,Kohl Jar with a Cloth Stopper,"Kohl Jar, stopper","Serpentinite (?), linen stopper wad",Second Intermediate Period–Early New Kingdom,Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/DP276020.jpg,MET_data.csv
MET_546962,Met Museum,Kohl Stick,Kohl Stick,Wood,Second Intermediate Period–Early New Kingdom,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/DP276020.jpg,MET_data.csv
MET_544095,Met Museum,Butterfly amulet,"Amulet, Butterfly","Faience, paint",Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/15.3.513_top.jpg,MET_data.csv
MET_544096,Met Museum,Butterfly amulet,"Amulet, Butterfly","Faience, paint",Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/15.3.512_top.jpg,MET_data.csv
MET_544097,Met Museum,Dragonfly amulet,"Amulet, Dragonfly",Faience,Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/22.1.285_top.jpg,MET_data.csv
MET_544099,Met Museum,Dragonfly amulet,"Amulet, Dragonfly","Faience, paint",Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/15.3.514_top.jpg,MET_data.csv
MET_544100,Met Museum,Crocodile statue,"Statue, Crocodile",Granite,Roman Period,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DT6836.jpg,MET_data.csv
MET_544101,Met Museum,Hippopotamus figurine,"Figurine, Hippopotamus",Travertine (Egyptian alabaster),Late Period,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DP157553.jpg,MET_data.csv
MET_544102,Met Museum,A small inlaid sculpture of a soft-shelled turtle,"Amulet, Turtle, inlaid, soft-shelled","Amethyst, turquoise, lapis-lazuli, carnelian, adhesive",Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/26.7.1359_top.jpg,MET_data.csv
MET_544103,Met Museum,"Frog on a lotus pad, perhaps a weight","Amulet, Frog on a lotus pad",Bronze or copper alloy,Modern,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/1970.197.JPG,MET_data.csv
MET_544104,Met Museum,Frog Amulet,"Amulet, Frog",Chlorite (1994),Late Period,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/10.130.1928_lp.jpg,MET_data.csv
MET_544105,Met Museum,Toad Amuleet,"Amulet, Toad (?)",Faience,Late Period,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/10.130.1921_rp.jpg,MET_data.csv
MET_544106,Met Museum,Frog Amulet,"Amulet, Frog",Porphyry,"New Kingdom, Ramesside",Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/DP169205.jpg,MET_data.csv
MET_544107,Met Museum,Amulet Possibly Depicting a Tree Frog,"Amulet, tree frog (?)",Faience,New Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/26.7.1028_rp.jpg,MET_data.csv
MET_544108,Met Museum,Frog amulet,"Amulet, Frog",Serpentinite,"New Kingdom, Ramesside",Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/30.8.861_rp.jpg,MET_data.csv
MET_544109,Met Museum,Frog amulet,"Amulet, Frog",Faience,New Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/10.130.1918_rp.jpg,MET_data.csv
MET_544110,Met Museum,Apotropaic rod,Magic rod,Glazed steatite,Middle Kingdom,Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/DP330289.jpg,MET_data.csv
MET_544111,Met Museum,Turtle amulet,"Amulet, Turtle",Carnelian,New Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/10.130.2397_EGDP010625.jpg,MET_data.csv
MET_544112,Met Museum,Turtle amulet,"Amulet, Turtle",Quartz and hematite,Second Intermediate Period,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/10.130.2398_top.jpg,MET_data.csv
MET_544113,Met Museum,Vessel lid in the form of a turtle,"Vessel lid, turtle-shaped","Travertine (Egyptian alabaster), paste","Predynastic, Naqada II–Early Dynastic Period",Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/1980.310_top.jpg,MET_data.csv
MET_544114,Met Museum,Cowrie shell bead,"bead, cowrie form",Gold,Middle Kingdom–Early New Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/09.180.1200_front.jpg,MET_data.csv
MET_544115,Met Museum,Pendant imitating a shell,"Pendant, shell",Gold,Middle Kingdom–Early New Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/07.227.18_top.jpg,MET_data.csv
MET_544116,Met Museum,Figure of a Shrew,"Figurine, Shrew",Cupreous metal,Ptolemaic Period,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DT225884.jpg,MET_data.csv
MET_544117,Met Museum,"Ichneumon on a base with small cats, inscribed beneath base with the name of Padineith son of Isekhebi","Amulet, Ichneumon",Cupreous metal,Late Period or Ptolemaic Period,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/DT225885.jpg,MET_data.csv
MET_544118,Met Museum,Cat Statuette intended to contain a mummified cat,"Statuette, cat",Leaded bronze,Ptolemaic Period,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DP-38628-001.jpg,MET_data.csv
MET_544119,Met Museum,Crouching Cat Figurine,"Figurine, Cat",Bronze,Late Period,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DT226229.jpg,MET_data.csv
MET_544120,Met Museum,Cat amulet,"Amulet, Cat",Faience,Late Period,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/15.43.26_rp.jpg,MET_data.csv
MET_544121,Met Museum,Cobra Head,"Architectural ornament, cobra head",Faience,New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DP311621.jpg,MET_data.csv
MET_544122,Met Museum,Cobra head,"Furniture ornament, Cobra head",Faience,New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DT225890.jpg,MET_data.csv
MET_544123,Met Museum,Relief fragment with a cobra on the royal head,"Relief, cobra, royal head",Painted indurated limestone,Middle Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/eg06.1231.37.jpg,MET_data.csv
MET_544124,Met Museum,Relief plaque with a swallow,"Sculptor's model/votive, Swallow",Limestone,Late Period–Ptolemaic Period,Reliefs,https://images.metmuseum.org/CRDImages/eg/web-large/DP243425.jpg,MET_data.csv
MET_544125,Met Museum,Model of a procession of offering bearers,"Model, offering, procession","Plastered and painted wood, linen",Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/DP344083.jpg,MET_data.csv
MET_544126,Met Museum,Model Sporting Boat,"Boat, fishing and fowling, Meketre","Plastered and painted wood, linen, linen twine, copper",Middle Kingdom,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/DP341852.jpg,MET_data.csv
MET_544127,Met Museum,Osiride statue of Senwosret I,"Statue, Senwosret I",Limestone,Middle Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/08.200.1_01.jpg,MET_data.csv
MET_544128,Met Museum,Anklet of Senebtisi,"Anklet, Senebtisi","Faience, gold",Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/DP303020.jpg,MET_data.csv
MET_544129,Met Museum,Anklet of Senebtisi,"Anklet, Senebtisi","Faience, gold",Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/DP303020.jpg,MET_data.csv
MET_544130,Met Museum,Bracelet of Senebtisi,"Bracelet, Senebtisi","Faience, gold",Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/DP303020.jpg,MET_data.csv
MET_544131,Met Museum,Bracelet of Senebtisi,"Bracelet, Senebtisi","Faience, gold",Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/DP303020.jpg,MET_data.csv
MET_544132,Met Museum,One of five bowls,Bowl,Bronze or copper alloy,"New Kingdom, Ramesside",Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/LC-08_200_12a_EGDP037852.jpg,MET_data.csv
MET_544133,Met Museum,One of five bowls,Bowl,Bronze or copper alloy,"New Kingdom, Ramesside",Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/LC-08_200_12b_EGDP037853.jpg,MET_data.csv
MET_544134,Met Museum,One of five bowls,Bowl,Bronze or copper alloy,"New Kingdom, Ramesside",Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/LC-08_200_12c_EGDP037865.jpg,MET_data.csv
MET_544135,Met Museum,One of five bowls,Bowl,Bronze or copper alloy,"New Kingdom, Ramesside",Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/LC-08_200_12d_EGDP037856.jpg,MET_data.csv
MET_544136,Met Museum,One of five bowls,Bowl,Bronze or copper alloy,"New Kingdom, Ramesside",Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/LC-08_200_12e_EGDP037858.jpg,MET_data.csv
MET_544137,Met Museum,Relief fragment with the Son of Re name of Amenemhat I,"Relief, Son of Re, name of Amenemhat I",Limestone,Middle Kingdom,Reliefs,https://images.metmuseum.org/CRDImages/eg/web-large/08.200.11_EGDP011655_flat.jpg,MET_data.csv
MET_544138,Met Museum,Relief block with the names and titles of Amenemhat I and Senwosret I,"Relief, Amenemhat I and Senwosret I",Limestone,Middle Kingdom,Reliefs,https://images.metmuseum.org/CRDImages/eg/web-large/08.200.10_gc.jpg,MET_data.csv
MET_544139,Met Museum,Relief block with the names of Amenemhat I and Senwosret I,"Relief, Amenemhat I and Senwosret I",Limestone,Middle Kingdom,Reliefs,https://images.metmuseum.org/CRDImages/eg/web-large/DP339920.jpg,MET_data.csv
MET_544140,Met Museum,Relief block from a temple of Amenemhat I,"Relief, temple of Amenemhat I","Limestone, paint",Middle Kingdom,Reliefs,https://images.metmuseum.org/CRDImages/eg/web-large/08.200.7_EGDP011654.jpg,MET_data.csv
MET_544141,Met Museum,Lintel depicting Horus offering an <em>ankh</em> sign to the Horus name of King Amenemhat I,"Relief, temple of Amenemhat I","Limestone, paint",Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/DP-38975-001.jpg,MET_data.csv
MET_544143,Met Museum,Canopic jar of Ameny,"Canopic jar, Ameny",Travertine (Egyptian alabaster),Middle Kingdom,Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/4832.jpg,MET_data.csv
MET_544144,Met Museum,Gold Necklace of the Child Myt,"Necklace, Myt","Gold, twisted linen cord (ancient), modern stringing",Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/22.3.320.JPG,MET_data.csv
MET_544145,Met Museum,Carnelian Necklace of the Child Myt,"Necklace, Myt","Carnelian, twisted linen cord and original string",Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/22.3.321.JPG,MET_data.csv
MET_544146,Met Museum,Two-strand Necklace of the Child Myt,"Necklace, wedjat eyes, Myt","Carnelian, glass, silver, rock crystal",Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/22.3.323_EGDP013065.jpg,MET_data.csv
MET_544147,Met Museum,A Necklace of four strands of beads and amulets,"Necklace, Myt, Mayet, amulets, wadjet-eye, scarab","Turquoise, amethyst, carnelian, Egyptian blue, faience, silver, plant resin",Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/22.3.324_EGDP013063.jpg,MET_data.csv
MET_544148,Met Museum,Fragment of a desert hunt - see 26.3.354-5-related,"Relief, tomb of Khety",Limestone,Middle Kingdom,Reliefs,https://images.metmuseum.org/CRDImages/eg/web-large/is23.3.173.jpg,MET_data.csv
MET_544149,Met Museum,Magic wand,Magic wand,Hippopotamus ivory,Middle Kingdom,Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/DP112632.jpg,MET_data.csv
MET_544150,Met Museum,Fragment from a battle scene depicting a foreigner throwing a spear and holding a distinctive shield,"Relief, Senwosret I, foreigner, spear","Limestone, paint",Middle Kingdom,Reliefs,https://images.metmuseum.org/CRDImages/eg/web-large/DP140432.jpg,MET_data.csv
MET_544161,Met Museum,Hippopotamus figurine,"Figurine, Hippopotamus",Faience,Middle Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DT328029.jpg,MET_data.csv
MET_544162,Met Museum,Seated Mitry with echelonned wig,"Statue, Merti seated, echelonned wig, Mitry","Acacia, gesso, paint",Old Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/26.2.6.JPG,MET_data.csv
MET_544163,Met Museum,Falcon amulet of Senebtisi,Falcon amulet,Carnelian,Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/DP351753.jpg,MET_data.csv
MET_544164,Met Museum,Baboon,"Figurine, baboon",Faience,Middle Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/08.200.35.jpg,MET_data.csv
MET_544165,Met Museum,Baboon,"Figurine, baboon",Faience,Middle Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/08.200.33_front.jpg,MET_data.csv
MET_544166,Met Museum,Shrine with statues of Amenemhat and his wife Neferu,"Shrine, Amenemhat, Neferu","Limestone, paint",Middle Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/22.3.68_EGDP018952.jpg,MET_data.csv
MET_544167,Met Museum,Statuette of Lady Kemtet,"Statuette, Lady Kemtet",Painted wood,Middle Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/LC-15_4_1_EGDP025610.jpg,MET_data.csv
